date;value;country;indicator;frequency
2002-09-01;301036.0;CA;NGDP_SA_XDC;Q
2002-12-01;306525.0;CA;NGDP_SA_XDC;Q
2003-03-01;312522.0;CA;NGDP_SA_XDC;Q
2003-06-01;309430.0;CA;NGDP_SA_XDC;Q
2003-09-01;314574.0;CA;NGDP_SA_XDC;Q
2003-12-01;318221.0;CA;NGDP_SA_XDC;Q
2004-03-01;324054.0;CA;NGDP_SA_XDC;Q
2004-06-01;332037.0;CA;NGDP_SA_XDC;Q
2004-09-01;337870.0;CA;NGDP_SA_XDC;Q
2004-12-01;341770.0;CA;NGDP_SA_XDC;Q
2005-03-01;345081.0;CA;NGDP_SA_XDC;Q
2005-06-01;349902.0;CA;NGDP_SA_XDC;Q
2005-09-01;359248.0;CA;NGDP_SA_XDC;Q
2005-12-01;367359.0;CA;NGDP_SA_XDC;Q
2006-03-01;369000.0;CA;NGDP_SA_XDC;Q
2006-06-01;372679.0;CA;NGDP_SA_XDC;Q
2006-09-01;376234.0;CA;NGDP_SA_XDC;Q
2006-12-01;378691.0;CA;NGDP_SA_XDC;Q
2007-03-01;386819.0;CA;NGDP_SA_XDC;Q
2007-06-01;394153.0;CA;NGDP_SA_XDC;Q
2007-09-01;395562.0;CA;NGDP_SA_XDC;Q
2007-12-01;401127.0;CA;NGDP_SA_XDC;Q
2008-03-01;409324.0;CA;NGDP_SA_XDC;Q
2008-06-01;419362.0;CA;NGDP_SA_XDC;Q
2008-09-01;423628.0;CA;NGDP_SA_XDC;Q
2008-12-01;404727.0;CA;NGDP_SA_XDC;Q
2009-03-01;389308.0;CA;NGDP_SA_XDC;Q
2009-06-01;387122.0;CA;NGDP_SA_XDC;Q
2009-09-01;391981.0;CA;NGDP_SA_XDC;Q
2009-12-01;402923.0;CA;NGDP_SA_XDC;Q
2010-03-01;411008.0;CA;NGDP_SA_XDC;Q
2010-06-01;413310.0;CA;NGDP_SA_XDC;Q
2010-09-01;416343.0;CA;NGDP_SA_XDC;Q
2010-12-01;425387.0;CA;NGDP_SA_XDC;Q
2011-03-01;434488.0;CA;NGDP_SA_XDC;Q
2011-06-01;439963.0;CA;NGDP_SA_XDC;Q
2011-09-01;446437.0;CA;NGDP_SA_XDC;Q
2011-12-01;453175.0;CA;NGDP_SA_XDC;Q
2012-03-01;453780.0;CA;NGDP_SA_XDC;Q
2012-06-01;454746.0;CA;NGDP_SA_XDC;Q
2012-09-01;457659.0;CA;NGDP_SA_XDC;Q
2012-12-01;461016.0;CA;NGDP_SA_XDC;Q
2013-03-01;469211.0;CA;NGDP_SA_XDC;Q
2013-06-01;471648.0;CA;NGDP_SA_XDC;Q
2013-09-01;478107.0;CA;NGDP_SA_XDC;Q
2013-12-01;483281.0;CA;NGDP_SA_XDC;Q
2014-03-01;490863.0;CA;NGDP_SA_XDC;Q
2014-06-01;497101.0;CA;NGDP_SA_XDC;Q
2014-09-01;503448.0;CA;NGDP_SA_XDC;Q
2014-12-01;503486.0;CA;NGDP_SA_XDC;Q
2015-03-01;496075.0;CA;NGDP_SA_XDC;Q
2015-06-01;496230.0;CA;NGDP_SA_XDC;Q
2015-09-01;500216.0;CA;NGDP_SA_XDC;Q
2015-12-01;497920.0;CA;NGDP_SA_XDC;Q
2016-03-01;499605.0;CA;NGDP_SA_XDC;Q
2016-06-01;500538.0;CA;NGDP_SA_XDC;Q
2016-09-01;508855.0;CA;NGDP_SA_XDC;Q
2016-12-01;516537.0;CA;NGDP_SA_XDC;Q
2017-03-01;526981.0;CA;NGDP_SA_XDC;Q
2017-06-01;532506.0;CA;NGDP_SA_XDC;Q
2017-09-01;535441.0;CA;NGDP_SA_XDC;Q
2017-12-01;545713.0;CA;NGDP_SA_XDC;Q
2018-03-01;551760.0;CA;NGDP_SA_XDC;Q
2018-06-01;560021.0;CA;NGDP_SA_XDC;Q
2018-09-01;564742.0;CA;NGDP_SA_XDC;Q
2018-12-01;559152.0;CA;NGDP_SA_XDC;Q
2019-03-01;567230.0;CA;NGDP_SA_XDC;Q
2019-06-01;578170.0;CA;NGDP_SA_XDC;Q
2019-09-01;580618.0;CA;NGDP_SA_XDC;Q
2019-12-01;587545.0;CA;NGDP_SA_XDC;Q
2020-03-01;568942.0;CA;NGDP_SA_XDC;Q
2020-06-01;501066.0;CA;NGDP_SA_XDC;Q
2020-09-01;559531.0;CA;NGDP_SA_XDC;Q
2020-12-01;580142.0;CA;NGDP_SA_XDC;Q
2021-03-01;605757.0;CA;NGDP_SA_XDC;Q
2021-06-01;615698.0;CA;NGDP_SA_XDC;Q
2021-09-01;632619.0;CA;NGDP_SA_XDC;Q
2021-12-01;655544.0;CA;NGDP_SA_XDC;Q
2022-03-01;678819.0;CA;NGDP_SA_XDC;Q
2022-06-01;706044.0;CA;NGDP_SA_XDC;Q
2022-09-01;701535.0;CA;NGDP_SA_XDC;Q
2022-12-01;696247.0;CA;NGDP_SA_XDC;Q
2023-03-01;701661.0;CA;NGDP_SA_XDC;Q
2023-06-01;706382.0;CA;NGDP_SA_XDC;Q
1993-03-01;376564.7;MX;NGDP_SA_XDC;Q
1993-06-01;382836.4;MX;NGDP_SA_XDC;Q
1993-09-01;394873.1;MX;NGDP_SA_XDC;Q
1993-12-01;406532.5;MX;NGDP_SA_XDC;Q
1994-03-01;420049.3;MX;NGDP_SA_XDC;Q
1994-06-01;436908.6;MX;NGDP_SA_XDC;Q
1994-09-01;452856.8;MX;NGDP_SA_XDC;Q
1994-12-01;472065.8;MX;NGDP_SA_XDC;Q
1995-03-01;502764.4;MX;NGDP_SA_XDC;Q
1995-06-01;554635.8;MX;NGDP_SA_XDC;Q
1995-09-01;600787.0;MX;NGDP_SA_XDC;Q
1995-12-01;653868.3;MX;NGDP_SA_XDC;Q
1996-03-01;709547.2;MX;NGDP_SA_XDC;Q
1996-06-01;749738.0;MX;NGDP_SA_XDC;Q
1996-09-01;799081.8;MX;NGDP_SA_XDC;Q
1996-12-01;861167.8;MX;NGDP_SA_XDC;Q
1997-03-01;908696.4;MX;NGDP_SA_XDC;Q
1997-06-01;958653.8;MX;NGDP_SA_XDC;Q
1997-09-01;1.0156269e6;MX;NGDP_SA_XDC;Q
1997-12-01;1.0797789e6;MX;NGDP_SA_XDC;Q
1998-03-01;1.1284729e6;MX;NGDP_SA_XDC;Q
1998-06-01;1.177099e6;MX;NGDP_SA_XDC;Q
1998-09-01;1.2295528e6;MX;NGDP_SA_XDC;Q
1998-12-01;1.2770845e6;MX;NGDP_SA_XDC;Q
1999-03-01;1.3426771e6;MX;NGDP_SA_XDC;Q
1999-06-01;1.4073729e6;MX;NGDP_SA_XDC;Q
1999-09-01;1.4688329e6;MX;NGDP_SA_XDC;Q
1999-12-01;1.5222025e6;MX;NGDP_SA_XDC;Q
2000-03-01;1.5990055e6;MX;NGDP_SA_XDC;Q
2000-06-01;1.6559027e6;MX;NGDP_SA_XDC;Q
2000-09-01;1.7044248e6;MX;NGDP_SA_XDC;Q
2000-12-01;1.7280708e6;MX;NGDP_SA_XDC;Q
2001-03-01;1.7510899e6;MX;NGDP_SA_XDC;Q
2001-06-01;1.7607172e6;MX;NGDP_SA_XDC;Q
2001-09-01;1.7785446e6;MX;NGDP_SA_XDC;Q
2001-12-01;1.7809744e6;MX;NGDP_SA_XDC;Q
2002-03-01;1.7797265e6;MX;NGDP_SA_XDC;Q
2002-06-01;1.8532654e6;MX;NGDP_SA_XDC;Q
2002-09-01;1.8969067e6;MX;NGDP_SA_XDC;Q
2002-12-01;1.9254671e6;MX;NGDP_SA_XDC;Q
2003-03-01;1.951486e6;MX;NGDP_SA_XDC;Q
2003-06-01;1.9448069e6;MX;NGDP_SA_XDC;Q
2003-09-01;1.9582669e6;MX;NGDP_SA_XDC;Q
2003-12-01;2.0147614e6;MX;NGDP_SA_XDC;Q
2004-03-01;2.0962427e6;MX;NGDP_SA_XDC;Q
2004-06-01;2.1880619e6;MX;NGDP_SA_XDC;Q
2004-09-01;2.2319479e6;MX;NGDP_SA_XDC;Q
2004-12-01;2.2993727e6;MX;NGDP_SA_XDC;Q
2005-03-01;2.3207792e6;MX;NGDP_SA_XDC;Q
2005-06-01;2.3480225e6;MX;NGDP_SA_XDC;Q
2005-09-01;2.4138683e6;MX;NGDP_SA_XDC;Q
2005-12-01;2.4773315e6;MX;NGDP_SA_XDC;Q
2006-03-01;2.5635285e6;MX;NGDP_SA_XDC;Q
2006-06-01;2.6520725e6;MX;NGDP_SA_XDC;Q
2006-09-01;2.6938629e6;MX;NGDP_SA_XDC;Q
2006-12-01;2.7178408e6;MX;NGDP_SA_XDC;Q
2007-03-01;2.7782204e6;MX;NGDP_SA_XDC;Q
2007-06-01;2.8393348e6;MX;NGDP_SA_XDC;Q
2007-09-01;2.8939352e6;MX;NGDP_SA_XDC;Q
2007-12-01;2.9874449e6;MX;NGDP_SA_XDC;Q
2008-03-01;3.0194484e6;MX;NGDP_SA_XDC;Q
2008-06-01;3.1175434e6;MX;NGDP_SA_XDC;Q
2008-09-01;3.1349959e6;MX;NGDP_SA_XDC;Q
2008-12-01;3.0605445e6;MX;NGDP_SA_XDC;Q
2009-03-01;2.966925e6;MX;NGDP_SA_XDC;Q
2009-06-01;2.9731601e6;MX;NGDP_SA_XDC;Q
2009-09-01;3.0660685e6;MX;NGDP_SA_XDC;Q
2009-12-01;3.1560392e6;MX;NGDP_SA_XDC;Q
2010-03-01;3.247728e6;MX;NGDP_SA_XDC;Q
2010-06-01;3.3158802e6;MX;NGDP_SA_XDC;Q
2010-09-01;3.3620965e6;MX;NGDP_SA_XDC;Q
2010-12-01;3.4428515e6;MX;NGDP_SA_XDC;Q
2011-03-01;3.5246275e6;MX;NGDP_SA_XDC;Q
2011-06-01;3.5974064e6;MX;NGDP_SA_XDC;Q
2011-09-01;3.693803e6;MX;NGDP_SA_XDC;Q
2011-12-01;3.8510206e6;MX;NGDP_SA_XDC;Q
2012-03-01;3.87824e6;MX;NGDP_SA_XDC;Q
2012-06-01;3.9341717e6;MX;NGDP_SA_XDC;Q
2012-09-01;3.9802643e6;MX;NGDP_SA_XDC;Q
2012-12-01;4.0082136e6;MX;NGDP_SA_XDC;Q
2013-03-01;4.0373938e6;MX;NGDP_SA_XDC;Q
2013-06-01;4.0076954e6;MX;NGDP_SA_XDC;Q
2013-09-01;4.086302e6;MX;NGDP_SA_XDC;Q
2013-12-01;4.149654e6;MX;NGDP_SA_XDC;Q
2014-03-01;4.2466848e6;MX;NGDP_SA_XDC;Q
2014-06-01;4.3569118e6;MX;NGDP_SA_XDC;Q
2014-09-01;4.4034063e6;MX;NGDP_SA_XDC;Q
2014-12-01;4.4818774e6;MX;NGDP_SA_XDC;Q
2015-03-01;4.5016575e6;MX;NGDP_SA_XDC;Q
2015-06-01;4.6219551e6;MX;NGDP_SA_XDC;Q
2015-09-01;4.7147508e6;MX;NGDP_SA_XDC;Q
2015-12-01;4.7423691e6;MX;NGDP_SA_XDC;Q
2016-03-01;4.826108e6;MX;NGDP_SA_XDC;Q
2016-06-01;4.9326399e6;MX;NGDP_SA_XDC;Q
2016-09-01;5.0935961e6;MX;NGDP_SA_XDC;Q
2016-12-01;5.2541162e6;MX;NGDP_SA_XDC;Q
2017-03-01;5.3796542e6;MX;NGDP_SA_XDC;Q
2017-06-01;5.4486097e6;MX;NGDP_SA_XDC;Q
2017-09-01;5.4929576e6;MX;NGDP_SA_XDC;Q
2017-12-01;5.6212059e6;MX;NGDP_SA_XDC;Q
2018-03-01;5.7842026e6;MX;NGDP_SA_XDC;Q
2018-06-01;5.8410868e6;MX;NGDP_SA_XDC;Q
2018-09-01;5.9160289e6;MX;NGDP_SA_XDC;Q
2018-12-01;5.9871194e6;MX;NGDP_SA_XDC;Q
2019-03-01;6.0349985e6;MX;NGDP_SA_XDC;Q
2019-06-01;6.0845536e6;MX;NGDP_SA_XDC;Q
2019-09-01;6.1655703e6;MX;NGDP_SA_XDC;Q
2019-12-01;6.1694607e6;MX;NGDP_SA_XDC;Q
2020-03-01;6.2143711e6;MX;NGDP_SA_XDC;Q
2020-06-01;5.0386186e6;MX;NGDP_SA_XDC;Q
2020-09-01;5.947123e6;MX;NGDP_SA_XDC;Q
2020-12-01;6.2122254e6;MX;NGDP_SA_XDC;Q
2021-03-01;6.311663e6;MX;NGDP_SA_XDC;Q
2021-06-01;6.4139268e6;MX;NGDP_SA_XDC;Q
2021-09-01;6.4842329e6;MX;NGDP_SA_XDC;Q
2021-12-01;6.636764e6;MX;NGDP_SA_XDC;Q
2022-03-01;6.8565604e6;MX;NGDP_SA_XDC;Q
2022-06-01;7.0824972e6;MX;NGDP_SA_XDC;Q
2022-09-01;7.230832e6;MX;NGDP_SA_XDC;Q
2022-12-01;7.3220797e6;MX;NGDP_SA_XDC;Q
2023-03-01;7.4190028e6;MX;NGDP_SA_XDC;Q
